category,title,abstract
economics,"An Equilibrium Model of the First-Price Auction with Strategic
  Uncertainty: Theory and Empirics","In many first-price auctions, bidders face considerable strategic
uncertainty: They cannot perfectly anticipate the other bidders' bidding
behavior. We propose a model in which bidders do not know the entire
distribution of opponent bids but only the expected (winning) bid and lower and
upper bounds on the opponent bids. We characterize the optimal bidding
strategies and prove the existence of equilibrium beliefs. Finally, we apply
the model to estimate the cost distribution in highway procurement auctions and
find good performance out-of-sample."
economics,Approximating Choice Data by Discrete Choice Models,"We obtain a necessary and sufficient condition under which random-coefficient
discrete choice models, such as mixed-logit models, are rich enough to
approximate any nonparametric random utility models arbitrarily well across
choice sets. The condition turns out to be the affine-independence of the set
of characteristic vectors. When the condition fails, resulting in some random
utility models that cannot be closely approximated, we identify preferences and
substitution patterns that are challenging to approximate accurately. We also
propose algorithms to quantify the magnitude of approximation errors."
economics,Robust Data-Driven Decisions Under Model Uncertainty,"When sample data are governed by an unknown sequence of independent but
possibly non-identical distributions, the data-generating process (DGP) in
general cannot be perfectly identified from the data. For making decisions
facing such uncertainty, this paper presents a novel approach by studying how
the data can best be used to robustly improve decisions. That is, no matter
which DGP governs the uncertainty, one can make a better decision than without
using the data. I show that common inference methods, e.g., maximum likelihood
and Bayesian updating cannot achieve this goal. To address, I develop new
updating rules that lead to robustly better decisions either asymptotically
almost surely or in finite sample with a pre-specified probability. Especially,
they are easy to implement as are given by simple extensions of the standard
statistical procedures in the case where the possible DGPs are all independent
and identically distributed. Finally, I show that the new updating rules also
lead to more intuitive conclusions in existing economic models such as asset
pricing under ambiguity."
economics,A Two-Ball Ellsberg Paradox: An Experiment,"We conduct an incentivized experiment on a nationally representative US
sample \\ (N=708) to test whether people prefer to avoid ambiguity even when it
means choosing dominated options. In contrast to the literature, we find that
55\% of subjects prefer a risky act to an ambiguous act that always provides a
larger probability of winning. Our experimental design shows that such a
preference is not mainly due to a lack of understanding. We conclude that
subjects avoid ambiguity \textit{per se} rather than avoiding ambiguity because
it may yield a worse outcome. Such behavior cannot be reconciled with existing
models of ambiguity aversion in a straightforward manner."
economics,Stable Matching with Mistaken Agents,"Motivated by growing evidence of agents' mistakes in strategically simple
environments, we propose a solution concept -- robust equilibrium -- that
requires only an asymptotically optimal behavior. We use it to study large
random matching markets operated by the applicant-proposing Deferred Acceptance
(DA). Although truth-telling is a dominant strategy, almost all applicants may
be non-truthful in robust equilibrium; however, the outcome must be arbitrarily
close to the stable matching. Our results imply that one can assume truthful
agents to study DA outcomes, theoretically or counterfactually. However, to
estimate the preferences of mistaken agents, one should assume stable matching
but not truth-telling."
economics,"(Functional)Characterizations vs (Finite)Tests: Partially Unifying
  Functional and Inequality-Based Approaches to Testing","Historically, testing if decision-makers obey certain choice axioms using
choice data takes two distinct approaches. The 'functional' approach observes
and tests the entire 'demand' or 'choice' function, whereas the 'revealed
preference(RP)' approach constructs inequalities to test finite choices. I
demonstrate that a statistical recasting of the revealed enables uniting both
approaches. Specifically, I construct a computationally efficient algorithm to
output one-sided statistical tests of choice data from functional
characterizations of axiomatic behavior, thus linking statistical and RP
testing. An application to weakly separable preferences, where RP
characterizations are provably NP-Hard, demonstrates the approach's merit. I
also show that without assuming monotonicity, all restrictions disappear.
Hence, any ability to resolve axiomatic behavior relies on the monotonicity
assumption."
economics,A Structural Model for Detecting Communities in Networks,"The objective of this paper is to identify and analyze the response actions
of a set of players embedded in sub-networks in the context of interaction and
learning. We characterize strategic network formation as a static game of
interactions where players maximize their utility depending on the connections
they establish and multiple interdependent actions that permit group-specific
parameters of players. It is challenging to apply this type of model to
real-life scenarios for two reasons: The computation of the Bayesian Nash
Equilibrium is highly demanding and the identification of social influence
requires the use of excluded variables that are oftentimes unavailable. Based
on the theoretical proposal, we propose a set of simulant equations and discuss
the identification of the social interaction effect employing multi-modal
network autoregressive."
economics,Robust Hicksian Welfare Analysis under Individual Heterogeneity,"Welfare effects of price changes are often estimated with cross-sections;
these do not identify demand with heterogeneous consumers. We develop a
theoretical method addressing this, utilizing uncompensated demand moments to
construct local approximations for compensated demand moments, robust to
unobserved preference heterogeneity. Our methodological contribution offers
robust approximations for average and distributional welfare estimates,
extending to price indices, taxable income elasticities, and general
equilibrium welfare. Our methods apply to any cross-section; we demonstrate
them via UK household budget survey data. We uncover an insight: simple
non-parametric representative agent models might be less biased than complex
parametric models accounting for heterogeneity."
economics,The Core of Bayesian Persuasion,"An analyst observes the frequency with which an agent takes actions, but not
the frequency with which she takes actions conditional on a payoff relevant
state. In this setting, we ask when the analyst can rationalize the agent's
choices as the outcome of the agent learning something about the state before
taking action. Our characterization marries the obedience approach in
information design (Bergemann and Morris, 2016) and the belief approach in
Bayesian persuasion (Kamenica and Gentzkow, 2011) relying on a theorem by
Strassen (1965) and Hall's marriage theorem. We apply our results to
ring-network games and to identify conditions under which a data set is
consistent with a public information structure in first-order Bayesian
persuasion games."
economics,Forecasting with Feedback,"Systematically biased forecasts are typically interpreted as evidence of
forecasters' irrationality and/or asymmetric loss. In this paper we propose an
alternative explanation: when forecasts inform economic policy decisions, and
the resulting actions affect the realization of the forecast target itself,
forecasts may be optimally biased even under quadratic loss. The result arises
in environments in which the forecaster is uncertain about the decision maker's
reaction to the forecast, which is presumably the case in most applications. We
illustrate the empirical relevance of our theory by reviewing some stylized
properties of Green Book inflation forecasts and relating them to the
predictions from our model. Our results point out that the presence of policy
feedback poses a challenge to traditional tests of forecast rationality."
economics,Improving Robust Decisions with Data,"A decision-maker (DM) faces uncertainty governed by a data-generating process
(DGP), which is only known to belong to a set of sequences of independent but
possibly non-identical distributions. A robust decision maximizes the DM's
expected payoff against the worst possible DGP in this set. This paper studies
how such robust decisions can be improved with data, where improvement is
measured by expected payoff under the true DGP. In this paper, I fully
characterize when and how such an improvement can be guaranteed under all
possible DGPs and develop inference methods to achieve it. These inference
methods are needed because, as this paper shows, common inference methods
(e.g., maximum likelihood or Bayesian) often fail to deliver such an
improvement. Importantly, the developed inference methods are given by simple
augmentations to standard inference procedures, and are thus easy to implement
in practice."
economics,Exploring Distributions of House Prices and House Price Indices,"We use house prices (HP) and house price indices (HPI) as a proxy to income
distribution. Specifically, we analyze sale prices in the 1970-2010 window of
over 116,000 single-family homes in Hamilton County, Ohio, including Cincinnati
metro area of about 2.2 million people. We also analyze HPI, published by
Federal Housing Finance Agency (FHFA), for nearly 18,000 US ZIP codes that
cover a period of over 40 years starting in 1980's. If HP can be viewed as a
first derivative of income, HPI can be viewed as its second derivative. We use
generalized beta (GB) family of functions to fit distributions of HP and HPI
since GB naturally arises from the models of economic exchange described by
stochastic differential equations. Our main finding is that HP and multi-year
HPI exhibit a negative Dragon King (nDK) behavior, wherein power-law
distribution tail gives way to an abrupt decay to a finite upper limit value,
which is similar to our recent findings for realized volatility of S\&P500
index in the US stock market. This type of tail behavior is best fitted by a
modified GB (mGB) distribution. Tails of single-year HPI appear to show more
consistency with power-law behavior, which is better described by a GB Prime
(GB2) distribution. We supplement full distribution fits by mGB and GB2 with
direct linear fits (LF) of the tails. Our numerical procedure relies on
evaluation of confidence intervals (CI) of the fits, as well as of p-values
that give the likelihood that data come from the fitted distributions."
economics,Investigating Wheat Price with a Multi-Agent Model,"In this paper, we build a computational model for the analysis of
international wheat spot price formation, its dynamics and the dynamics of
internationally exchanged quantities. The model has been calibrated using
FAOSTAT data to evaluate its in-sample predictive power. The model is able to
generate wheat prices in twelve international markets and wheat used quantities
in twenty-four world regions. The time span considered goes from 1992 to 2013.
In our study, a particular attention was paid to the impact of Russian
Federation's 2010 grain export ban on wheat price and internationally traded
quantities. Among other results, we find that wheat average weighted world
price in 2013 would have been 3.55\% lower than the observed one if the Russian
Federation would not have imposed the export ban in 2010."
economics,"Exceeding Expectations: Stochastic Dominance as a General Decision
  Theory","The principle that rational agents should maximize expected utility or
choiceworthiness is intuitively plausible in many ordinary cases of
decision-making under uncertainty. But it is less plausible in cases of
extreme, low-probability risk (like Pascal's Mugging), and intolerably
paradoxical in cases like the St. Petersburg and Pasadena games. In this paper
I show that, under certain conditions, stochastic dominance reasoning can
capture most of the plausible implications of expectational reasoning while
avoiding most of its pitfalls. Specifically, given sufficient background
uncertainty about the choiceworthiness of one's options, many
expectation-maximizing gambles that do not stochastically dominate their
alternatives ""in a vacuum"" become stochastically dominant in virtue of that
background uncertainty. But, even under these conditions, stochastic dominance
will not require agents to accept options whose expectational superiority
depends on sufficiently small probabilities of extreme payoffs. The sort of
background uncertainty on which these results depend looks unavoidable for any
agent who measures the choiceworthiness of her options in part by the total
amount of value in the resulting world. At least for such agents, then,
stochastic dominance offers a plausible general principle of choice under
uncertainty that can explain more of the apparent rational constraints on such
choices than has previously been recognized."
economics,"Banking Stability System: Does it Matter if the Rate of Return is Fixed
  or Stochastic?","The purpose is to compare the perfect Stochastic Return (SR) model like
Islamic banks to the Fixed Return (FR) model as in conventional banks by
measuring up their impacts at the macroeconomic level. We prove that if the
optimal choice of investor share in SR model {\alpha}* realizes the
indifference of the financial institution toward SR and FR models, there exists
{\alpha} less than {\alpha}* such that the banks strictly prefers the SR model.
Also, there exists {\alpha}, {\gamma} and {\lambda} verifying the conditions of
{\alpha}-sharing such that each party in economy can be better under the SR
model and the economic welfare could be improved in a Pareto-efficient way."
economics,Preference Identification,"An experimenter seeks to learn a subject's preference relation. The
experimenter produces pairs of alternatives. For each pair, the subject is
asked to choose. We argue that, in general, large but finite data do not give
close approximations of the subject's preference, even when the limiting
(countably infinite) data are enough to infer the preference perfectly. We
provide sufficient conditions on the set of alternatives, preferences, and
sequences of pairs so that the observation of finitely many choices allows the
experimenter to learn the subject's preference with arbitrary precision. While
preferences can be identified under our sufficient conditions, we show that it
is harder to identify utility functions. We illustrate our results with several
examples, including consumer choice, expected utility, and preferences in the
Anscombe-Aumann model."
economics,Strictly strategy-proof auctions,"A strictly strategy-proof mechanism is one that asks agents to use strictly
dominant strategies. In the canonical one-dimensional mechanism design setting
with private values, we show that strict strategy-proofness is equivalent to
strict monotonicity plus the envelope formula, echoing a well-known
characterisation of (weak) strategy-proofness. A consequence is that
strategy-proofness can be made strict by an arbitrarily small modification, so
that strictness is 'essentially for free'."
economics,Dynamic Random Subjective Expected Utility,"Dynamic Random Subjective Expected Utility (DR-SEU) allows to model choice
data observed from an agent or a population of agents whose beliefs about
objective payoff-relevant states and tastes can both evolve stochastically. Our
observable, the augmented Stochastic Choice Function (aSCF) allows, in contrast
to previous work in decision theory, for a direct test of whether the agent's
beliefs reflect the true data-generating process conditional on their private
information as well as identification of the possibly incorrect beliefs. We
give an axiomatic characterization of when an agent satisfies the model, both
in a static as well as in a dynamic setting. We look at the case when the agent
has correct beliefs about the evolution of objective states as well as at the
case when her beliefs are incorrect but unforeseen contingencies are
impossible.
  We also distinguish two subvariants of the dynamic model which coincide in
the static setting: Evolving SEU, where a sophisticated agent's utility evolves
according to a Bellman equation and Gradual Learning, where the agent is
learning about her taste. We prove easy and natural comparative statics results
on the degree of belief incorrectness as well as on the speed of learning about
taste.
  Auxiliary results contained in the online appendix extend previous decision
theory work in the menu choice and stochastic choice literature from a
technical as well as a conceptual perspective."
economics,"A characterization of ""Phelpsian"" statistical discrimination","We establish that statistical discrimination is possible if and only if it is
impossible to uniquely identify the signal structure observed by an employer
from a realized empirical distribution of skills. The impossibility of
statistical discrimination is shown to be equivalent to the existence of a
fair, skill-dependent, remuneration for workers. Finally, we connect the
statistical discrimination literature to Bayesian persuasion, establishing that
if discrimination is absent, then the optimal signaling problem results in a
linear payoff function (as well as a kind of converse)."
economics,Existence of Equilibrium Prices: A Pedagogical Proof,"Under the same assumptions made by Mas-Colell et al. (1995), I develop a
short, simple, and complete proof of existence of equilibrium prices based on
excess demand functions. The result is obtained by applying the Brouwer fixed
point theorem to a trimmed simplex which does not contain prices equal to zero.
The mathematical techniques are based on some results obtained in Neuefeind
(1980) and Geanakoplos (2003)."
economics,Mechanism Design with News Utility,"News utility is the idea that the utility of an agent depends on changes in
her beliefs over consumption and money. We introduce news utility into
otherwise classical static Bayesian mechanism design models. We show that a key
role is played by the timeline of the mechanism, i.e. whether there are delays
between the announcement stage, the participation stage, the play stage and the
realization stage of a mechanism. Depending on the timing, agents with news
utility can experience two additional news utility effects: a surprise effect
derived from comparing to pre-mechanism beliefs, as well as a realization
effect derived from comparing post-play beliefs with the actual outcome of the
mechanism.
  We look at two distinct mechanism design settings reflecting the two main
strands of the classical literature. In the first model, a monopolist screens
an agent according to the magnitude of her loss aversion. In the second model,
we consider a general multi-agent Bayesian mechanism design setting where the
uncertainty of each player stems from not knowing the intrinsic types of the
other agents. We give applications to auctions and public good provision which
illustrate how news utility changes classical results.
  For both models we characterize the optimal design of the timeline. A
timeline featuring no delay between participation and play but a delay in
realization is never optimal in either model. In the screening model the
optimal timeline is one without delays. In auction settings, under fairly
natural assumptions the optimal timeline has delays between all three stages of
the mechanism."
economics,$k$th price auctions and Catalan numbers,"This paper establishes an interesting link between $k$th price auctions and
Catalan numbers by showing that for distributions that have linear density, the
bid function at any symmetric, increasing equilibrium of a $k$th price auction
with $k\geq 3$ can be represented as a finite series of $k-2$ terms whose
$\ell$th term involves the $\ell$th Catalan number. Using an integral
representation of Catalan numbers, together with some classical combinatorial
identities, we derive the closed form of the unique symmetric, increasing
equilibrium of a $k$th price auction for a non-uniform distribution."
economics,The Structure of Equilibria in Trading Networks with Frictions,"Several structural results for the set of competitive equilibria in trading
networks with frictions are established: The lattice theorem, the rural
hospitals theorem, the existence of side-optimal equilibria, and a
group-incentive-compatibility result hold with imperfectly transferable utility
and in the presence of frictions. While our results are developed in a trading
network model, they also imply analogous (and new) results for exchange
economies with combinatorial demand and for two-sided matching markets with
transfers."
economics,Repeated Coordination with Private Learning,"We study a repeated game with payoff externalities and observable actions
where two players receive information over time about an underlying
payoff-relevant state, and strategically coordinate their actions. Players
learn about the true state from private signals, as well as the actions of
others. They commonly learn the true state (Cripps et al., 2008), but do not
coordinate in every equilibrium. We show that there exist stable equilibria in
which players can overcome unfavorable signal realizations and eventually
coordinate on the correct action, for any discount factor. For high discount
factors, we show that in addition players can also achieve efficient payoffs."
economics,The Indirect Cost of Information,"We study the indirect cost of information from sequential information cost
minimization. A key sub-additivity condition, together with monotonicity
equivalently characterizes the class of indirect cost functions generated from
any direct information cost. Adding an extra (uniform) posterior separability
condition equivalently characterizes the indirect cost generated from any
direct cost favoring incremental evidences. We also provide the necessary and
sufficient condition when prior independent direct cost generates posterior
separable indirect cost."
economics,The Core of an Economy with an Endogenous Social Division of Labour,"This paper considers the core of a competitive market economy with an
endogenous social division of labour. The theory is founded on the notion of a
""consumer-producer"", who consumes as well as produces commodities. First, we
show that the Core of such an economy with an endogenous social division of
labour can be founded on deviations of coalitions of arbitrary size, extending
the seminal insights of Vind and Schmeidler for pure exchange economies.
Furthermore, we establish the equivalence between the Core and the set of
competitive equilibria for continuum economies with an endogenous social
division of labour. Our analysis also concludes that self-organisation in a
social division of labour can be incorporated into the Edgeworthian barter
process directly. This is formulated as a Core equivalence result stated for a
Structured Core concept based on renegotiations among fully specialised
economic agents, i.e., coalitions that use only fully developed internal
divisions of labour. Our approach bridges the gap between standard economies
with social production and coalition production economies. Therefore, a more
straightforward and natural interpretation of coalitional improvement and the
Core can be developed than for coalition production economies."
economics,A note on contests with a constrained choice set of effort,"We consider a symmetric two-player contest, in which the choice set of effort
is constrained. We apply a fundamental property of the payoff function to show
that, under standard assumptions, there exists a unique Nash equilibrium in
pure strategies. It is shown that all equilibria are near the unconstrained
equilibrium. Perhaps surprisingly, this is not the case when players have
different prize evaluations."
economics,Time preference and information acquisition,"I consider the sequential implementation of a target information structure. I
characterize the set of decision time distributions induced by all signal
processes that satisfy a per-period learning capacity constraint. I find that
all decision time distributions have the same expectation, and the maximal and
minimal elements by mean-preserving spread order are deterministic distribution
and exponential distribution. The result implies that when time preference is
risk loving (e.g. standard or hyperbolic discounting), Poisson signal is
optimal since it induces the most risky exponential decision time distribution.
When time preference is risk neutral (e.g. constant delay cost), all signal
processes are equally optimal."
economics,Sorting and filtering as effective rational choice procedures,"Many online shops offer functionality that help their customers navigate the
available alternatives. For instance, options to filter and to sort goods are
wide-spread. In this paper we show that sorting and filtering can be used by
rational consumers to find their most preferred choice -- quickly. We
characterize the preferences which can be expressed through filtering and
sorting and show that these preferences exhibit a simple and intuitive logical
structure."
economics,Selling Information,"I consider the monopolistic pricing of informational good. A buyer's
willingness to pay for information is from inferring the unknown payoffs of
actions in decision making. A monopolistic seller and the buyer each observes a
private signal about the payoffs. The seller's signal is binary and she can
commit to sell any statistical experiment of her signal to the buyer. Assuming
that buyer's decision problem involves rich actions, I characterize the profit
maximizing menu. It contains a continuum of experiments, each containing
different amount of information. I also find a complementarity between buyer's
private information and information provision: when buyer's private signal is
more informative, the optimal menu contains more informative experiments."
economics,Matching in Dynamic Imbalanced Markets,"We study dynamic matching in exchange markets with easy- and hard-to-match
agents. A greedy policy, which attempts to match agents upon arrival, ignores
the positive externality that waiting agents generate by facilitating future
matchings. We prove that this trade-off between a ``thicker'' market and faster
matching vanishes in large markets; A greedy policy leads to shorter waiting
times, and more agents matched than any other policy. We empirically confirm
these findings in data from the National Kidney Registry. Greedy matching
achieves as many transplants as commonly-used policies (1.6\% more than
monthly-batching), and shorter patient waiting times."
economics,Completeness and Transitivity of Preferences on Mixture Sets,"In this paper, we show that the presence of the Archimedean and the
mixture-continuity properties of a binary relation, both empirically
non-falsifiable in principle, foreclose the possibility of consistency
(transitivity) without decisiveness (completeness), or decisiveness without
consistency, or in the presence of a weak consistency condition, neither. The
basic result can be sharpened when specialized from the context of a
generalized mixture set to that of a mixture set in the sense of
Herstein-Milnor (1953). We relate the results to the antecedent literature, and
view them as part of an investigation into the interplay of the structure of
the choice space and the behavioral assumptions on the binary relation defined
on it; the ES research program due to Eilenberg (1941) and Sonnenschein (1965),
and one to which Schmeidler (1971) is an especially influential contribution."
economics,The Model Selection Curse,"A ""statistician"" takes an action on behalf of an agent, based on the agent's
self-reported personal data and a sample involving other people. The action
that he takes is an estimated function of the agent's report. The estimation
procedure involves model selection. We ask the following question: Is
truth-telling optimal for the agent given the statistician's procedure? We
analyze this question in the context of a simple example that highlights the
role of model selection. We suggest that our simple exercise may have
implications for the broader issue of human interaction with ""machine learning""
algorithms."
economics,Optimal policy design for the sugar tax,"Healthy nutrition promotions and regulations have long been regarded as a
tool for increasing social welfare. One of the avenues taken in the past decade
is sugar consumption regulation by introducing a sugar tax. Such a tax
increases the price of extensive sugar containment in products such as soft
drinks. In this article we consider a typical problem of optimal regulatory
policy design, where the task is to determine the sugar tax rate maximizing the
social welfare. We model the problem as a sequential game represented by the
three-level mathematical program. On the upper level, the government decides
upon the tax rate. On the middle level, producers decide on the product
pricing. On the lower level, consumers decide upon their preferences towards
the products. While the general problem is computationally intractable, the
problem with a few product types is polynomially solvable, even for an
arbitrary number of heterogeneous consumers. This paper presents a simple,
intuitive and easily implementable framework for computing optimal sugar tax in
a market with a few products. This resembles the reality as the soft drinks,
for instance, are typically categorized in either regular or no-sugar drinks,
e.g. Coca-Cola and Coca-Cola Zero. We illustrate the algorithm using an example
based on the real data and draw conclusions for a specific local market."
economics,The Losses from Integration in Matching Markets can be Large,"Although the integration of two-sided matching markets using stable
mechanisms generates expected gains from integration, I show that there are
worst-case scenarios in which these are negative. The losses from integration
can be large enough that the average rank of an agent's spouse decreases by
37.5% of the length of their preference list in any stable matching mechanism."
economics,Revealed Stochastic Preference: A One-Paragraph Proof and Generalization,"McFadden and Richter (1991) and later McFadden (2005) show that the Axiom of
Revealed Stochastic Preference characterizes rationalizability of choice
probabilities through random utility models on finite universal choice spaces.
This note proves the result in one short, elementary paragraph and extends it
to set valued choice. The latter requires a different axiom than is reported in
McFadden (2005)."
economics,"Corrigendum to ""Managerial Incentive Problems: A Dynamic Perspective""","This paper corrects some mathematical errors in Holmstr\""om (1999) and
clarifies the assumptions that are sufficient for the results of Holmstr\""om
(1999). The results remain qualitatively the same."
economics,Uncertainty and Robustness of Surplus Extraction,"This paper studies a robust version of the classic surplus extraction
problem, in which the designer knows only that the beliefs of each type belong
to some set, and designs mechanisms that are suitable for all possible beliefs
in that set. We derive necessary and sufficient conditions for full extraction
in this setting, and show that these are natural set-valued analogues of the
classic convex independence condition identified by Cremer and McLean (1985,
1988). We show that full extraction is neither generically possible nor
generically impossible, in contrast to the standard setting in which full
extraction is generic. When full extraction fails, we show that natural
additional conditions can restrict both the nature of the contracts a designer
can offer and the surplus the designer can obtain."
economics,"Characterizing Permissibility, Proper Rationalizability, and Iterated
  Admissibility by Incomplete Information","We characterize three interrelated concepts in epistemic game theory:
permissibility, proper rationalizability, and iterated admissibility. We define
the lexicographic epistemic model for a game with incomplete information. Based
on it, we give two groups of characterizations. The first group characterizes
permissibility and proper rationalizability. The second group characterizes
permissibility in an alternative way and iterated admissibility. In each group,
the conditions for the latter are stronger than those for the former, which
corresponds to the fact that proper rationalizability and iterated
admissibility are two (compatible) refinements of permissibility within the
complete information framework. The intrinsic difference between the two groups
are the role of rationality: the first group does not need it, while the second
group does."
economics,Mechanism Design with Limited Commitment,"We develop a tool akin to the revelation principle for dynamic
mechanism-selection games in which the designer can only commit to short-term
mechanisms. We identify a canonical class of mechanisms rich enough to
replicate the outcomes of any equilibrium in a mechanism-selection game between
an uninformed designer and a privately informed agent. A cornerstone of our
methodology is the idea that a mechanism should encode not only the rules that
determine the allocation, but also the information the designer obtains from
the interaction with the agent. Therefore, how much the designer learns, which
is the key tension in design with limited commitment, becomes an explicit part
of the design. Our result simplifies the search for the designer-optimal
outcome by reducing the agent's behavior to a series of participation,
truthtelling, and Bayes' plausibility constraints the mechanisms must satisfy."
economics,Constrained Information Design,"We provide tools to analyze information design problems subject to
constraints. We do so by extending the insight in Le Treust and Tomala (2019)
to the case of multiple inequality and equality constraints. Namely, that an
information design problem subject to constraints can be represented as an
unconstrained information design problem with a additional states, one for each
constraint. Thus, without loss of generality, optimal solutions induce as many
posteriors as the number of states and constraints. We provide results that
refine this upper bound. Furthermore, we provide conditions under which there
is no duality gap in constrained information design, thus validating a
Lagrangian approach. We illustrate our results with applications to mechanism
design with limited commitment (Doval and Skreta, 2022a) and persuasion of a
privately informed receiver (Kolotilin et al., 2017)."
economics,A Model of Competing Narratives,"We formalize the argument that political disagreements can be traced to a
""clash of narratives"". Drawing on the ""Bayesian Networks"" literature, we model
a narrative as a causal model that maps actions into consequences, weaving a
selection of other random variables into the story. An equilibrium is defined
as a probability distribution over narrative-policy pairs that maximizes a
representative agent's anticipatory utility, capturing the idea that public
opinion favors hopeful narratives. Our equilibrium analysis sheds light on the
structure of prevailing narratives, the variables they involve, the policies
they sustain and their contribution to political polarization."
economics,Measuring Knowledge for Recognition and Knowledge Entropy,"People employ their knowledge to recognize things. This paper is concerned
with how to measure people's knowledge for recognition and how it changes. The
discussion is based on three assumptions. Firstly, we construct two evolution
process equations, of which one is for uncertainty and knowledge, and the other
for uncertainty and ignorance. Secondly, by solving the equations, formulas for
measuring the levels of knowledge and the levels of ignorance are obtained in
two particular cases. Thirdly, a new concept of knowledge entropy is
introduced. Its similarity with Boltzmann's entropy and its difference with
Shannon's Entropy are examined. Finally, it is pointed out that the obtained
formulas of knowledge and knowledge entropy reflect two fundamental principles:
(1) The knowledge level of a group is not necessarily a simple sum of the
individuals' knowledge levels; and (2) An individual's knowledge entropy never
increases if the individual's thirst for knowledge never decreases."
economics,Fairness for Multi-Self Agents,"We investigate whether fairness is compatible with efficiency in economies
with multi-self agents, who may not be able to integrate their multiple
objectives into a single complete and transitive ranking. We adapt
envy-freeness, egalitarian-equivalence and the fair-share guarantee in two
different ways. An allocation is unambiguously-fair if it satisfies the chosen
criterion of fairness according to every objective of any agent; it is
aggregate-fair if it satisfies the criterion for some aggregation of each
agent's objectives.
  While efficiency is always compatible with the unambiguous fair-share
guarantee, it is incompatible with unambiguous envy-freeness in economics with
at least three agents. Two agents are enough for efficiency and unambiguous
egalitarian-equivalence to clash. Efficiency and the unambiguous fair-share
guarantee can be attained together with aggregate envy-freeness, or aggregate
egalitarian-equivalence."
economics,Why are prices proportional to embodied energies?,"The observed proportionality between nominal prices and average embodied
energies cannot be interpreted with conventional economic theory. A model is
presented that places energy transfers as the focal point of scarcity based on
the idea that (1) goods are material rearrangements, and (2) humans can only
rearrange matter with energy transfers. Modified consumer and producer problems
for an autarkic agent show that the opportunity cost of goods are given by
their marginal energy transfers, which depend on subjective and objective
factors (e.g. consumer preferences and direct energy transfers). Allowing for
exchange and under perfect competition, nominal prices arise as social
manifestations of goods' marginal energy transfers. The proportionality between
nominal prices and average embodied energy follows given the relation between
the latter and marginal energy transfers."
economics,Fair Odds for Noisy Probabilities,"We suggest that one individual holds multiple degrees of belief about an
outcome, given the evidence. We then investigate the implications of such noisy
probabilities for a buyer and a seller of binary options and find the odds
agreed upon to ensure zero-expectation betting, differ from those consistent
with the relative frequency of outcomes. More precisely, the buyer and the
seller agree to odds that are higher (lower) than the reciprocal of their
averaged unbiased probabilities when this average indicates the outcome is more
(less) likely to occur than chance. The favorite-longshot bias thereby emerges
to establish the foundation of an equitable market. As corollaries, our work
suggests the old-established way of revealing someone's degree of belief
through wagers may be more problematic than previously thought, and implies
that betting markets cannot generally promise to support rational decisions."
economics,Strategically Simple Mechanisms,"We define and investigate a property of mechanisms that we call ""strategic
simplicity,"" and that is meant to capture the idea that, in strategically
simple mechanisms, strategic choices require limited strategic sophistication.
We define a mechanism to be strategically simple if choices can be based on
first-order beliefs about the other agents' preferences and first-order
certainty about the other agents' rationality alone, and there is no need for
agents to form higher-order beliefs, because such beliefs are irrelevant to the
optimal strategies. All dominant strategy mechanisms are strategically simple.
But many more mechanisms are strategically simple. In particular, strategically
simple mechanisms may be more flexible than dominant strategy mechanisms in the
bilateral trade problem and the voting problem."
economics,"The Income Fluctuation Problem with Capital Income Risk: Optimality and
  Stability","This paper studies the income fluctuation problem with capital income risk
(i.e., dispersion in the rate of return to wealth). Wealth returns and labor
earnings are allowed to be serially correlated and mutually dependent. Rewards
can be bounded or unbounded. Under rather general conditions, we develop a set
of new results on the existence and uniqueness of solutions, stochastic
stability of the model economy, as well as efficient computation of the ergodic
wealth distribution. A variety of applications are discussed. Quantitative
analysis shows that both stochastic volatility and mean persistence in wealth
returns have nontrivial impact on wealth inequality."
economics,Mutual Conversion Between Preference Maps And Cook-Seiford Vectors,"In group decision making, the preference map and Cook-Seiford vector are two
concepts as ways of describing ties-permitted ordinal rankings. This paper
shows that they are equivalent for representing ties-permitted ordinal
rankings. Transformation formulas from one to the other are given and the
inherent consistency of the mutual conversion is discussed. The proposed
methods are illustrated by some examples. Some possible future applications of
the proposed formulas are also pointed out."
economics,The Cost of Information: The Case of Constant Marginal Costs,"We develop an axiomatic theory of information acquisition that captures the
idea of constant marginal costs in information production: the cost of
generating two independent signals is the sum of their costs, and generating a
signal with probability half costs half its original cost. Together with
Blackwell monotonicity and a continuity condition, these axioms determine the
cost of a signal up to a vector of parameters. These parameters have a clear
economic interpretation and determine the difficulty of distinguishing states."
economics,"A theoretical framework to consider energy transfers within growth
  theory","Growth theory has rarely considered energy despite its invisible hand in all
physical systems. We develop a theoretical framework that places energy
transfers at centerstage of growth theory based on two principles: (1) goods
are material rearrangements and (2) such rearrangements are done by energy
transferred by prime movers (e.g. workers, engines). We derive the implications
of these principles for an autarkic agent that maximizes utility subject to an
energy budget constraint and maximizes energy surplus to relax such constraint.
The solution to these problems shows that growth is driven by positive marginal
energy surplus of energy goods (e.g. rice, oil), yet materializes through prime
mover accumulation. This perspective brings under one framework several results
from previous attempts to insert energy within growth theory, reconciles
economics with natural sciences, and provides a basis for a general
reinterpretation of economics and growth as the interplay between human desires
and thermodynamic processes."
